Chromosome,-log10(P-value),Log2 Fold Change,Gene,Ensembl ID
chr2,58.123,3.29,RPL37A,ENSG00000197756.10_3
chr5,4.84,3.289,ZFR,ENSG00000056097.16_4
chr2,4.411,3.289,RMND5A,ENSG00000153561.13_3
chr11,3.744,3.289,TMX2,ENSG00000213593.10_4
chr4,3.199,3.289,CTBP1,ENSG00000159692.15_7
chrX,3.067,3.289,MAP7D3,ENSG00000129680.16_6
chr5,3.067,3.289,KIF3A,ENSG00000131437.15_4
chr10,3.744,3.289,ABLIM1,ENSG00000099204.20_7
chr5,31.703,3.289,NPM1,ENSG00000181163.13_3
chr19,4.398,3.289,GATAD2A,ENSG00000167491.17_5
chr5,11.705,3.289,SMAD5,ENSG00000113658.18_5
chr8,9.701,3.289,AGPAT5,ENSG00000155189.12_5
chr7,400.0,3.288,ZC3HAV1,ENSG00000105939.13_5
chr7,9.447,3.288,YWHAG,ENSG00000170027.7_5
chr5,12.538,3.287,HNRNPAB,ENSG00000197451.12_4
chr6,23.264,3.287,BCLAF1,ENSG00000029363.17_8
chr7,400.0,3.286,ZC3HAV1,ENSG00000105939.13_5
chr19,14.522,3.286,CIRBP,ENSG00000099622.14_7
chr22,29.097,3.286,RPL3,ENSG00000100316.16_6
chr4,5.852,3.285,TBC1D14,ENSG00000132405.19_5
chr7,3.658,3.285,CUX1,ENSG00000257923.11_6
chr1,5.142,3.285,MPZL1,ENSG00000197965.12_5
chr15,7.675,3.284,MORF4L1,ENSG00000185787.15_6
chr7,400.0,3.283,ZC3HAV1,ENSG00000105939.13_5
chr1,6.266,3.283,OTUD3,ENSG00000169914.6_3
chr12,4.255,3.283,AC125807.2,ENSG00000250899.3_6
chr7,400.0,3.282,ZC3HAV1,ENSG00000105939.13_5
chr3,3.682,3.282,GSK3B,ENSG00000082701.15_6
chr7,400.0,3.282,ZC3HAV1,ENSG00000105939.13_5
chr19,7.226,3.282,RPS6P25,ENSG00000240616.1_4
chr10,33.563,3.281,PDZD8,ENSG00000165650.12_4
chr8,6.208,3.281,LAPTM4B,ENSG00000104341.17_5
chr4,6.446,3.281,TBC1D14,ENSG00000132405.19_5
chr9,7.507,3.28,NRARP,ENSG00000198435.4_4
chr19,43.876,3.279,SNORD35B,ENSG00000200530.1
chr21,15.385,3.278,TTC3,ENSG00000182670.13_3
chr12,13.061,3.278,MRPL51,ENSG00000111639.8_6
chr22,12.291,3.276,NUP50,ENSG00000093000.19_4
chr13,7.6,3.276,UBL3,ENSG00000122042.10_4
chr2,4.498,3.276,PPP4R3B,ENSG00000275052.5_6
chr7,5.386,3.276,CUX1,ENSG00000257923.11_6
chr10,3.083,3.276,NUDT5,ENSG00000165609.13_5
chr15,9.035,3.276,MORF4L1,ENSG00000185787.15_6
chr5,3.107,3.276,ETF1,ENSG00000120705.13_5
chr5,8.635,3.275,SMAD5,ENSG00000113658.18_5
chr1,37.2,3.274,YBX1,ENSG00000065978.19_4
chr15,10.764,3.274,PSMA4,ENSG00000041357.16_4
chr7,400.0,3.273,ZC3HAV1,ENSG00000105939.13_5
chr15,10.233,3.273,SEC11A,ENSG00000140612.14_4
chr2,8.43,3.272,CUL3,ENSG00000036257.13_5
chr15,7.675,3.271,SH3GL3,ENSG00000140600.17_4
chr6,13.113,3.271,SEC63,ENSG00000025796.14_4
chr16,8.571,3.271,UBE2I,ENSG00000103275.20_4
chr1,4.168,3.271,NFIA,ENSG00000162599.17_6
chr19,29.443,3.27,RPS19,ENSG00000105372.8_6
chr18,6.033,3.27,TRAPPC8,ENSG00000153339.14_5
chr15,5.229,3.27,TJP1,ENSG00000104067.16_5
chr1,6.674,3.27,LPGAT1,ENSG00000123684.13_4
chr11,8.163,3.27,CD81,ENSG00000110651.11_5
chr4,12.291,3.27,DHX15,ENSG00000109606.13_4
chr12,15.495,3.269,PPP1CC,ENSG00000186298.12_5
chr8,3.687,3.268,MMP16,ENSG00000156103.16_5
chrM,400.0,3.267,MT-CYB,ENSG00000198727.2_1
chr6,11.292,3.267,TMEM30A,ENSG00000112697.17_5
chr14,6.217,3.266,NPC2,ENSG00000119655.10_5
chr7,400.0,3.266,ZC3HAV1,ENSG00000105939.13_5
chr7,4.645,3.266,PDIA4,ENSG00000155660.11_7
chr2,4.601,3.266,DNAJC10,ENSG00000077232.18_6
chr7,4.487,3.266,GET4,ENSG00000239857.7_6
chr7,400.0,3.266,ZC3HAV1,ENSG00000105939.13_5
chr12,7.6,3.266,PTPN11,ENSG00000179295.17_3
chr17,19.309,3.265,ACTG1,ENSG00000184009.12_8
chr2,3.682,3.265,PREPL,ENSG00000138078.15_5
chr4,9.519,3.264,DHX15,ENSG00000109606.13_4
chr8,3.872,3.264,AGO2,ENSG00000123908.12_5
chr7,400.0,3.264,ZC3HAV1,ENSG00000105939.13_5
chr6,11.32,3.263,TXNDC5,ENSG00000239264.9_5
chr7,3.332,3.263,HIPK2,ENSG00000064393.16_5
chr11,11.888,3.263,STT3A,ENSG00000134910.14_6
chr8,7.473,3.263,ATP6V1B2,ENSG00000147416.11_6
chrX,9.448,3.262,MAP7D3,ENSG00000129680.16_6
chr12,3.558,3.262,DYRK2,ENSG00000127334.10_7
chr7,12.472,3.262,YWHAG,ENSG00000170027.7_5
chr16,14.373,3.262,UBE2I,ENSG00000103275.20_4
chr10,8.163,3.262,TCF7L2,ENSG00000148737.17_7
chr14,8.926,3.261,DICER1,ENSG00000100697.14_5
chr15,44.531,3.26,RPLP1,ENSG00000137818.12_3
chr14,7.062,3.26,DICER1,ENSG00000100697.14_5
chr16,4.875,3.259,GSE1,ENSG00000131149.19_5
chr6,3.784,3.259,UBE2J1,ENSG00000198833.7_4
chr4,6.354,3.259,SETD7,ENSG00000145391.13_4
chr3,3.456,3.258,TRPC1,ENSG00000144935.15_4
chr14,3.655,3.258,WARS1,ENSG00000140105.18_6
chr6,3.655,3.258,SOD2,ENSG00000112096.18_6
chr14,4.168,3.258,GMFB,ENSG00000197045.13_5
chr2,6.498,3.258,LAPTM4A,ENSG00000068697.7_4
chr11,3.199,3.258,TMX2,ENSG00000213593.10_4
chr2,6.952,3.257,STARD7,ENSG00000084090.13_6
chr7,4.741,3.255,AC008038.1|CHCHD3,ENSG00000106554.13_6||ENSG00000283041.1_5
chrX,10.784,3.254,MMGT1,ENSG00000169446.5_3
chr3,3.107,3.253,IQSEC1,ENSG00000144711.16_7
chr10,4.475,3.253,PLEKHA1,ENSG00000107679.14_3
chr1,27.604,3.253,DHCR24,ENSG00000116133.13_5
chr8,5.303,3.253,SLC7A2,ENSG00000003989.17_6
chr17,3.107,3.253,TAOK1,ENSG00000160551.11_6
chr14,5.9,3.253,DICER1,ENSG00000100697.14_5
chr22,3.774,3.252,TNRC6B,ENSG00000100354.21_7
chr4,4.655,3.252,SETD7,ENSG00000145391.13_4
chr17,7.186,3.252,BPTF,ENSG00000171634.18_6
chr17,3.774,3.252,SYNGR2,ENSG00000108639.7_5
chr16,10.659,3.252,SMG1,ENSG00000157106.12
chr22,6.663,3.252,RBFOX2,ENSG00000100320.23_6
chr16,10.478,3.25,USP7,ENSG00000187555.16_7
chr20,7.829,3.25,PIGT,ENSG00000124155.18_7
chr17,7.919,3.25,ALKBH5,ENSG00000091542.9_3
chr1,5.801,3.25,MCL1,ENSG00000143384.13_5
chr15,5.512,3.25,SCAMP2,ENSG00000140497.16_5
chr7,5.373,3.25,TRRAP,ENSG00000196367.13_4
chr18,5.142,3.25,TIMM21,ENSG00000075336.12_4
chr14,4.398,3.25,EIF3LP1,ENSG00000258501.1_4
chr2,4.411,3.25,TSN,ENSG00000211460.12_5
chr8,6.087,3.25,RPL5P23,ENSG00000240395.1_4
chr20,6.453,3.25,MAPRE1,ENSG00000101367.9_3
chr10,3.732,3.25,ARHGAP21,ENSG00000107863.18_6
chrX,3.609,3.25,AF196969.1|EBP,ENSG00000147155.11_5||ENSG00000286268.1_1
chr15,7.165,3.249,CSK,ENSG00000103653.16_3
chr16,11.977,3.249,UBFD1,ENSG00000103353.16_5
chr10,12.28,3.249,FAM171A1,ENSG00000148468.17_4
chr10,8.975,3.249,LARP4B,ENSG00000107929.15_3
chr21,9.82,3.248,RRP1B,ENSG00000160208.13_3
chr10,12.472,3.248,TM9SF3,ENSG00000077147.16_7
chr8,3.199,3.248,DLC1,ENSG00000164741.15_10
chr1,13.889,3.247,ATP1A1,ENSG00000163399.16_4
chr6,8.975,3.247,SOX4,ENSG00000124766.7_4
chrX,9.202,3.246,RBBP7,ENSG00000102054.17_4
chr6,7.226,3.246,FOXC1,ENSG00000054598.9_6
chr20,41.416,3.245,RBM12,ENSG00000244462.8_5
chr13,6.208,3.245,PABPC3,ENSG00000151846.8_3
chr20,5.908,3.245,RAB22A,ENSG00000124209.4_3
chr10,4.168,3.245,ARL5B,ENSG00000165997.5_3
chr1,30.433,3.244,SPEN,ENSG00000065526.12_4
chr11,17.133,3.244,RBM14,ENSG00000239306.4_3
chr7,11.67,3.244,HOXA3,ENSG00000105997.22_5
chr10,6.978,3.244,WAC,ENSG00000095787.23_7
chr10,6.697,3.242,INPP5A,ENSG00000068383.19_4
chr4,8.749,3.242,TMEM33,ENSG00000109133.13_3
chr7,4.273,3.242,SNX13,ENSG00000071189.21_4
chr9,4.273,3.242,ECPAS,ENSG00000136813.14_8
chr9,10.329,3.242,MAPKAP1,ENSG00000119487.17_7
chr7,400.0,3.242,ZC3HAV1,ENSG00000105939.13_5
chr7,400.0,3.242,ZC3HAV1,ENSG00000105939.13_5
chr8,77.619,3.241,PABPC1,ENSG00000070756.16_7
chr17,4.985,3.241,SNORD124,ENSG00000238793.1
chrX,3.083,3.241,TSC22D3,ENSG00000157514.16_7
chr11,8.137,3.241,STT3A,ENSG00000134910.14_6
chr8,5.474,3.241,RB1CC1,ENSG00000023287.13_7
chr5,5.897,3.241,REEP5,ENSG00000129625.13_5
chr4,5.474,3.241,ELOVL6,ENSG00000170522.9_3
chr17,11.077,3.24,RNASEK,ENSG00000219200.6
chr3,16.113,3.24,NT5DC2,ENSG00000168268.11_4
chr2,12.754,3.239,STARD7,ENSG00000084090.13_6
chr10,3.332,3.239,GTPBP4,ENSG00000107937.19_3
chr16,3.925,3.239,PHLPP2,ENSG00000040199.18_7
chr17,6.531,3.238,PAFAH1B1,ENSG00000007168.13_4
chr7,4.655,3.238,GET4,ENSG00000239857.7_6
chr21,6.453,3.238,BTG3,ENSG00000154640.14_4
chr7,400.0,3.237,ZC3HAV1,ENSG00000105939.13_5
chr17,24.355,3.237,RPS7P1,ENSG00000263266.2_2
chr7,400.0,3.237,ZC3HAV1,ENSG00000105939.13_5
chrX,4.083,3.236,VMA21,ENSG00000160131.13_4
chr19,24.484,3.236,PTBP1,ENSG00000011304.20_7
chr19,5.963,3.235,ZNF507,ENSG00000168813.17_4
chr16,5.331,3.235,USP31,ENSG00000103404.14_5
chr17,4.212,3.235,LRRC59,ENSG00000108829.10_5
chr17,5.142,3.235,VMP1,ENSG00000062716.13_4
chr1,4.681,3.234,EPRS1,ENSG00000136628.18_4
chr12,11.499,3.233,TMBIM6,ENSG00000139644.13_8
chr21,28.815,3.233,APP,ENSG00000142192.21_7
chr20,3.346,3.232,RAB22A,ENSG00000124209.4_3
chr9,10.794,3.232,NRARP,ENSG00000198435.4_4
chr8,20.459,3.232,AGO2,ENSG00000123908.12_5
chr7,4.475,3.232,VKORC1L1,ENSG00000196715.7_6
chr6,8.92,3.231,H2AC11,ENSG00000196787.3_3
chr22,5.064,3.231,EIF3L,ENSG00000100129.18_7
chr7,400.0,3.231,ZC3HAV1,ENSG00000105939.13_5
chr1,4.186,3.23,LRRC47,ENSG00000130764.10_4
chr12,9.098,3.23,ATP5F1B,ENSG00000110955.9_8
chr11,8.654,3.23,STT3A,ENSG00000134910.14_6
chr12,3.682,3.229,ATP6V0A2,ENSG00000185344.14_4
chr8,4.655,3.229,UBXN2B,ENSG00000215114.9_3
chr1,5.569,3.229,NAXE,ENSG00000163382.12_4
chr17,9.433,3.229,,
chr20,5.569,3.229,E2F1,ENSG00000101412.13_4
chr21,7.968,3.229,TTC3,ENSG00000182670.13_3
chr7,3.682,3.229,ACTR3B,ENSG00000133627.18_3
chr16,7.721,3.229,UBFD1,ENSG00000103353.16_5
chr2,3.107,3.229,LCLAT1,ENSG00000172954.13_4
chr12,4.498,3.229,VPS37B,ENSG00000139722.7_7
chr7,400.0,3.229,ZC3HAV1,ENSG00000105939.13_5
chr12,3.682,3.229,SLC38A1,ENSG00000111371.16_5
chr2,87.345,3.228,NEUROD1,ENSG00000162992.3_4
chr4,5.963,3.228,DHX15,ENSG00000109606.13_4
chr4,3.338,3.227,UBE2K,ENSG00000078140.14_4
chr15,3.096,3.226,SCAMP2,ENSG00000140497.16_5
chr2,3.199,3.226,NCK2,ENSG00000071051.14_4
chr12,7.887,3.226,RPS2P5,ENSG00000240342.3_4
chr10,3.199,3.226,LCOR,ENSG00000196233.13_6
chr19,19.559,3.226,ELAVL1,ENSG00000066044.15_5
chr6,7.721,3.226,TMEM30A,ENSG00000112697.17_5
chr9,3.199,3.226,GPR107,ENSG00000148358.19_3
chr18,6.985,3.225,SLC39A6,ENSG00000141424.13_6
chr21,3.784,3.223,BRWD1,ENSG00000185658.13_5
chr2,4.875,3.223,ACSL3,ENSG00000123983.14_3
chr17,4.898,3.223,METTL16,ENSG00000127804.13_5
chr1,4.601,3.223,DESI2,ENSG00000121644.19_3
chr1,18.029,3.223,CSDE1,ENSG00000009307.16_8
chr16,6.66,3.223,JPT2,ENSG00000206053.13_7
chr12,4.411,3.223,PPTC7,ENSG00000196850.6_4
chr7,5.909,3.223,TMEM168,ENSG00000146802.13_5
chr14,6.56,3.222,BTBD7,ENSG00000011114.15_7
chr20,8.975,3.221,CSTF1,ENSG00000101138.12_4
chr11,13.173,3.221,EIF4G2,ENSG00000110321.17_9
chr1,13.667,3.221,TOMM20,ENSG00000173726.11_4
chr11,6.697,3.22,DHCR7,ENSG00000172893.15_6
chr3,20.79,3.22,TRA2B,ENSG00000136527.18_5
chr15,8.975,3.22,HDGFL3,ENSG00000166503.9_8
chr6,4.083,3.219,SOX4,ENSG00000124766.7_4
chr8,8.709,3.219,JPH1,ENSG00000104369.5_4
chr12,3.507,3.219,OSBPL8,ENSG00000091039.17_6
chr12,10.09,3.219,CCND2,ENSG00000118971.8_5
chr12,3.558,3.219,AC079949.1,ENSG00000239776.2
chr2,3.558,3.219,KCMF1,ENSG00000176407.18_4
chr14,4.168,3.219,FLRT2,ENSG00000185070.11_4
chr2,3.507,3.219,CLASP1,ENSG00000074054.18_7
chr8,5.908,3.218,RPL5P23,ENSG00000240395.1_4
chr21,7.473,3.218,PTTG1IP,ENSG00000183255.12_5
chr22,3.44,3.218,NUP50,ENSG00000093000.19_4
chr10,5.229,3.218,ZMYND11,ENSG00000015171.19_3
chr11,6.453,3.217,PAFAH1B2,ENSG00000168092.14_3
chr9,6.453,3.217,TOR1A,ENSG00000136827.12_5
chr3,24.025,3.216,TRA2B,ENSG00000136527.18_5
chr3,5.474,3.216,OPA1,ENSG00000198836.10_5
chr14,7.887,3.216,DICER1,ENSG00000100697.14_5
chr1,11.857,3.216,MORF4L1P1,ENSG00000218283.2_4
chr1,10.672,3.216,USP24,ENSG00000162402.14_4
chr16,6.978,3.215,C16orf72,ENSG00000182831.12_6
chr3,8.038,3.214,RPL35A,ENSG00000182899.17_7
chr12,11.645,3.214,CD63,ENSG00000135404.11_5
chr15,24.653,3.214,RPL4,ENSG00000174444.15_5
chr20,3.925,3.213,VAPB,ENSG00000124164.16_3
chr16,3.925,3.213,USP31,ENSG00000103404.14_5
chr19,22.222,3.213,PTBP1,ENSG00000011304.20_7
chr2,7.057,3.213,BZW1,ENSG00000082153.18_5
chr14,3.925,3.213,BTBD7,ENSG00000011114.15_7
chr1,4.487,3.213,PABPC4,ENSG00000090621.14_7
chr2,3.925,3.213,RHOQ,ENSG00000119729.12_4
chr11,5.674,3.212,KMT5B,ENSG00000110066.15_8
chr7,8.846,3.212,HIPK2,ENSG00000064393.16_5
chr7,400.0,3.212,ZC3HAV1,ENSG00000105939.13_5
chr13,9.883,3.212,PROSER1,ENSG00000120685.20_6
chr15,3.083,3.211,ARPP19,ENSG00000128989.10_3
chr7,3.787,3.211,TMEM248,ENSG00000106609.16_4
chr19,36.235,3.21,OAZ1,ENSG00000104904.12_6
chr11,12.338,3.21,RBM14,ENSG00000239306.4_3
chr16,6.729,3.21,PSMD7,ENSG00000103035.11_3
chr12,5.123,3.21,CDK2AP1,ENSG00000111328.7_8
chr2,3.137,3.209,,
chr11,5.337,3.209,STT3A,ENSG00000134910.14_6
chr11,9.641,3.209,EIF4G2,ENSG00000110321.17_9
chr10,5.963,3.209,FAM171A1,ENSG00000148468.17_4
chr1,3.137,3.209,ELOA,ENSG00000011007.12_3
chr2,3.346,3.209,RND3,ENSG00000115963.13_3
chr19,10.478,3.209,ZNF507,ENSG00000168813.17_4
chr8,9.185,3.209,GGH,ENSG00000137563.12_4
chr21,10.328,3.209,RRP1B,ENSG00000160208.13_3
chr17,6.731,3.209,KLHL11,ENSG00000178502.6_4
chr19,5.569,3.209,PTPRS,ENSG00000105426.16_5
chr10,3.44,3.209,TFAM,ENSG00000108064.11_4
chr1,5.28,3.207,RPL22,ENSG00000116251.11_6
chr7,400.0,3.207,ZC3HAV1,ENSG00000105939.13_5
chr19,400.0,3.207,SNORD34,ENSG00000202503.1
chr16,6.887,3.207,RBBP6,ENSG00000122257.20_6
chr8,10.538,3.207,PRKDC,ENSG00000253729.8_4
chr7,10.179,3.206,HIPK2,ENSG00000064393.16_5
chr2,3.268,3.205,R3HDM1,ENSG00000048991.16_4
chr1,3.107,3.205,AL513175.2,ENSG00000236792.1_5
chrX,3.958,3.205,MMGT1,ENSG00000169446.5_3
chr16,5.379,3.205,SALL1,ENSG00000103449.12_4
chr7,400.0,3.204,ZC3HAV1,ENSG00000105939.13_5
chr17,5.485,3.204,WDR45B,ENSG00000141580.16_5
chr5,3.067,3.204,LIFR,ENSG00000113594.10_5
chr7,3.872,3.204,SNX13,ENSG00000071189.21_4
chr7,400.0,3.204,ZC3HAV1,ENSG00000105939.13_5
chr1,3.784,3.204,STK40,ENSG00000196182.10_4
chr16,3.067,3.204,METTL9,ENSG00000197006.14_4
chr20,7.345,3.204,CSNK2A1,ENSG00000101266.19_7
chr6,21.044,3.204,SNHG5,ENSG00000203875.13_7
chr20,18.894,3.203,RPS21,ENSG00000171858.18_3
chr17,6.354,3.203,GLOD4,ENSG00000167699.13_4
chr8,7.473,3.203,ZFHX4,ENSG00000091656.19_8
chr10,4.168,3.203,ABLIM1,ENSG00000099204.20_7
chr16,4.256,3.203,UNKL,ENSG00000059145.18_5
chr1,32.882,3.202,YBX1,ENSG00000065978.19_4
chr10,12.215,3.202,KIF5B,ENSG00000170759.11_4
chr11,8.956,3.202,CUL5,ENSG00000166266.14_4
chr8,10.859,3.201,RB1CC1,ENSG00000023287.13_7
chr6,21.477,3.201,CD164,ENSG00000135535.17_6
chr16,5.691,3.2,UNKL,ENSG00000059145.18_5
chr20,4.487,3.2,DIDO1,ENSG00000101191.17_4
chr17,4.225,3.2,RAB40B,ENSG00000141542.11_4
chr8,5.551,3.2,WWP1,ENSG00000123124.14_3
chr15,4.168,3.199,HDGFL3,ENSG00000166503.9_8
chr2,6.27,3.199,TEX261|AC007040.2,ENSG00000258881.6_7||ENSG00000144043.12_5
chr1,12.637,3.198,SKI,ENSG00000157933.10_3
chr7,3.958,3.197,GALNT11,ENSG00000178234.13_5
chr1,5.386,3.197,DESI2,ENSG00000121644.19_3
chr13,4.285,3.197,SACS,ENSG00000151835.16_6
chr17,6.208,3.197,RETREG3,ENSG00000141699.11_8
chr8,7.165,3.196,TRAM1,ENSG00000067167.8_4
chrX,7.186,3.196,HCFC1,ENSG00000172534.14_6
chr1,15.235,3.196,CSDE1,ENSG00000009307.16_8
chr2,3.332,3.196,YIPF4,ENSG00000119820.11_4
chr2,14.247,3.195,CUL3,ENSG00000036257.13_5
chr8,8.249,3.195,OTUD6B-AS1,ENSG00000253738.2_8
chr19,22.635,3.195,HNRNPUL1,ENSG00000105323.17_5
chr16,4.655,3.194,ZCCHC14,ENSG00000140948.13_5
chr2,3.784,3.194,RND3,ENSG00000115963.13_3
chr12,7.707,3.194,RPS2P5,ENSG00000240342.3_4
chrX,3.774,3.194,EIF2S3,ENSG00000130741.11_3
chr6,8.407,3.192,E2F3,ENSG00000112242.15_5
chrX,5.123,3.192,ATP6AP1,ENSG00000071553.17_5
chr5,3.199,3.192,DROSHA,ENSG00000113360.16_5
chr11,3.199,3.192,CUL5,ENSG00000166266.14_4
chr12,3.079,3.192,HMGA2,ENSG00000149948.13_7
chr4,3.079,3.192,CCNI,ENSG00000118816.10_7
chr19,5.963,3.192,UBL5,ENSG00000198258.10_2
chr7,400.0,3.191,ZC3HAV1,ENSG00000105939.13_5
chr12,14.844,3.191,CCND2,ENSG00000118971.8_5
chr9,10.413,3.191,MAPKAP1,ENSG00000119487.17_7
chr15,12.519,3.191,IREB2,ENSG00000136381.13_4
chr19,5.379,3.19,TCF3,ENSG00000071564.16_8
chr12,5.017,3.19,SLC38A1,ENSG00000111371.16_5
chr16,6.033,3.19,METTL9,ENSG00000197006.14_4
chr6,7.968,3.188,BCLAF1,ENSG00000029363.17_8
chrX,5.337,3.188,TBL1X,ENSG00000101849.17_7
chr20,3.274,3.187,B4GALT5,ENSG00000158470.5_4
chr11,5.718,3.187,RBM4B,ENSG00000173914.12_5
chr16,3.732,3.187,UBE2I,ENSG00000103275.20_4
chr12,5.718,3.187,LTA4H,ENSG00000111144.10_4
chr20,3.332,3.187,BLCAP,ENSG00000166619.15_8
chr4,3.332,3.187,FAT1,ENSG00000083857.14_6
chr19,5.017,3.186,GPX4,ENSG00000167468.17_6
chr2,4.898,3.186,NCKAP1,ENSG00000061676.15_5
chr7,3.511,3.185,hsa-mir-3654,MI0016054
chr17,14.87,3.185,P4HB,ENSG00000185624.15_4
chr22,27.825,3.185,MIF|AP000350.4,ENSG00000240972.2_5||ENSG00000251357.4_6
chr1,7.675,3.185,VAMP3,ENSG00000049245.13_4
chr1,3.682,3.185,UBE4B,ENSG00000130939.20_6
chr3,5.408,3.184,CTNNB1,ENSG00000168036.18_8
chr2,6.694,3.184,CUL3,ENSG00000036257.13_5
chr3,24.595,3.184,TRA2B,ENSG00000136527.18_5
chr1,3.268,3.184,GALNT2,ENSG00000143641.10_3
chr3,3.346,3.184,NEK4,ENSG00000114904.13_4
chr7,8.956,3.183,TRA2A,ENSG00000164548.11_4
chr1,12.699,3.183,GALNT2,ENSG00000143641.10_3
chr8,6.73,3.183,AGPAT5,ENSG00000155189.12_5
chr2,5.64,3.182,SEPTIN2,ENSG00000168385.18_6
chr7,4.985,3.182,KDELR2,ENSG00000136240.10_5
chr20,17.944,3.181,RPS21,ENSG00000171858.18_3
chr13,6.68,3.181,TM9SF2,ENSG00000125304.10_5
chr3,13.65,3.181,TRA2B,ENSG00000136527.18_5
chr2,3.199,3.181,RND3,ENSG00000115963.13_3
chr3,5.303,3.18,ATP13A3,ENSG00000133657.15_6
chr8,6.805,3.18,YTHDF3,ENSG00000185728.17_7
chr5,5.525,3.18,RNF130,ENSG00000113269.14_6
chr7,5.195,3.18,INSIG1,ENSG00000186480.13_4
chr3,6.805,3.18,SRPRB,ENSG00000144867.12_5
chr15,3.682,3.18,NGRN,ENSG00000182768.8_3
chr10,3.107,3.18,CCNJ,ENSG00000107443.16_3
chr4,3.682,3.18,RBPJ,ENSG00000168214.20_7
chr6,34.426,3.18,H4C5,ENSG00000276966.2_3
chr12,10.065,3.178,SMIM10L1,ENSG00000256537.5_3
chr12,10.963,3.178,RAP1B,ENSG00000127314.18_5
chr7,4.043,3.178,HOXA13,ENSG00000106031.9_7
chr2,6.452,3.178,PKP4,ENSG00000144283.21_5
chr7,400.0,3.178,ZC3HAV1,ENSG00000105939.13_5
chr10,6.453,3.178,GTPBP4,ENSG00000107937.19_3
chr9,8.406,3.176,TMEM245,ENSG00000106771.13_4
chr15,5.551,3.176,HACD3,ENSG00000074696.13_4
chr19,8.249,3.175,RPL18,ENSG00000063177.13_6
chr17,6.73,3.175,PAFAH1B1,ENSG00000007168.13_4
chr2,7.473,3.175,NCKAP1,ENSG00000061676.15_5
chr7,400.0,3.175,ZC3HAV1,ENSG00000105939.13_5
chr20,5.229,3.175,DIDO1,ENSG00000101191.17_4
chr6,15.583,3.175,H3C2,ENSG00000286522.1_2
chr21,10.0,3.174,RRP1B,ENSG00000160208.13_3
chrX,3.609,3.174,PRDX4,ENSG00000123131.13_3
chr5,9.883,3.174,LPCAT1,ENSG00000153395.10_4
chr5,17.061,3.173,CANX,ENSG00000127022.15_7
chr21,7.154,3.173,WDR4,ENSG00000160193.12_4
chr1,4.892,3.173,NAXE,ENSG00000163382.12_4
chr16,8.076,3.173,ZCCHC14,ENSG00000140948.13_5
chr19,10.527,3.172,PTBP1,ENSG00000011304.20_7
chr1,7.655,3.172,ANKRD13C,ENSG00000118454.13_4
chr6,9.701,3.172,RNGTT,ENSG00000111880.16_4
chrM,400.0,3.171,MT-ND3,ENSG00000198840.2_1
chr11,3.282,3.171,B4GAT1,ENSG00000174684.7_4
chr19,5.373,3.17,NDUFA11,ENSG00000174886.13_6
chr10,12.792,3.17,ZNF503,ENSG00000165655.17_5
chr10,7.43,3.17,PDZD8,ENSG00000165650.12_4
chr12,4.985,3.17,SBNO1,ENSG00000139697.14_3
chr8,41.197,3.17,ZNF703,ENSG00000183779.7_3
chr8,4.741,3.17,AGPAT5,ENSG00000155189.12_5
chr9,5.674,3.17,FUBP3,ENSG00000107164.16_4
chr17,27.885,3.17,RPL23A,ENSG00000198242.14_3
chr5,18.894,3.169,HNRNPA0,ENSG00000177733.7_4
chr9,12.951,3.169,FAM120A,ENSG00000048828.17_4
chr18,6.771,3.169,CABLES1,ENSG00000134508.12_3
chr16,13.173,3.169,ARL6IP1,ENSG00000170540.15_5
chr1,4.168,3.169,GNB1,ENSG00000078369.18_4
chr16,9.271,3.168,CYB5B,ENSG00000103018.17_6
chr7,400.0,3.168,ZC3HAV1,ENSG00000105939.13_5
chr1,5.64,3.168,ZNF644,ENSG00000122482.21_5
chr2,5.718,3.167,SPAST,ENSG00000021574.12_6
chr16,18.433,3.166,ARL6IP1,ENSG00000170540.15_5
chr19,5.877,3.165,TMEM147,ENSG00000105677.12_3
chr17,3.083,3.165,MAP2K4,ENSG00000065559.15_4
chr1,4.875,3.165,SLC2A1,ENSG00000117394.23_7
chr1,4.269,3.165,CEP170,ENSG00000143702.16_6
chr10,3.881,3.165,TFAM,ENSG00000108064.11_4
chr4,3.083,3.165,NSD2,ENSG00000109685.18_5
chr2,3.44,3.165,ARPC2,ENSG00000163466.16_3
chr2,4.411,3.165,LCLAT1,ENSG00000172954.13_4
chr1,8.215,3.164,C1orf43,ENSG00000143612.20_4
chr12,4.168,3.164,SBNO1,ENSG00000139697.14_3
chr7,400.0,3.163,ZC3HAV1,ENSG00000105939.13_5
chr19,25.806,3.163,EEF2,ENSG00000167658.16_4
chr22,10.238,3.162,CRKL,ENSG00000099942.13_3
chr9,10.072,3.162,TOMM5,ENSG00000175768.13_5
chr19,13.017,3.161,HNRNPUL1,ENSG00000105323.17_5
chr7,400.0,3.161,ZC3HAV1,ENSG00000105939.13_5
chr7,400.0,3.161,ZC3HAV1,ENSG00000105939.13_5
chr1,19.695,3.16,CSDE1,ENSG00000009307.16_8
chr7,400.0,3.159,ZC3HAV1,ENSG00000105939.13_5
chr21,10.717,3.159,GET1,ENSG00000182093.16_6
chr10,27.268,3.158,EIF3A,ENSG00000107581.13_4
chr16,3.199,3.157,EMP2,ENSG00000213853.10_5
